code,section,book,title,chapter,part,addtitional,detail,section_sort
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 102,-,(12)  รถแท็กซี่,-,-,-,"เมื่อรัฐมนตรีเห็นสมควร ให้ผู้ประกอบการรับจ้างบรรทุกคนโดยสารโดยใช้รถแท็กซี่ในท้องที่ใดต้องจอดพักรถ ณ สถานที่ที่ใดเป็นการเฉพาะก็ให้กระทำได้โดยตราเป็นพระราชกฤษฎีกา

ในพระราชกฤษฎีกาดังกล่าว ให้ระบุท้องที่ และวิธีการเกี่ยวกับการจัดให้มีที่จอดพักรถด้วย
",110
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 103,-,(13)  คนเดินเท้า,-,-,-,ทางใดที่มีทางเท้าหรือไหล่ทางอยู่ข้างทางเดินรถ ให้คนเดินเท้าเดินบนทางเท้าหรือไหล่ทาง ถ้าทางนั้นไม่มีทางเท้าอยู่ข้างทางเดินรถให้เดินริมทางด้านขวาของตน,111
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 104,-,(13)  คนเดินเท้า,-,-,-,ภายในระยะไม่เกินหนึ่งร้อยเมตรนับจากทางข้าม ห้ามมิให้คนเดินเท้าข้ามทางนอกทางข้าม,112
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 105,-,(13)  คนเดินเท้า,-,-,-,"คนเดินเท้าซึ่งประสงค์จะข้ามทางเดินรถในทางข้ามที่มีไฟสัญญาณจราจรควบคุมคนเดินเท้า ให้ปฏิบัติตามไฟสัญญาณจราจรที่ปรากฏต่อหน้าดังต่อไปนี้

(1) เมื่อมีสัญญาณจราจรไฟสีแดง ไม่ว่าจะมีรูปหรือข้อความเป็นการห้ามมิให้คนเดินเท้าข้ามทางเดินรถด้วยหรือไม่ก็ตาม ให้คนเดินเท้าหยุดรออยู่บนทางเท้า บนเกาะแบ่งทางเดินรถหรือในเขตปลอดภัย เว้นแต่ทางใดที่ไม่มีทางเท้า ให้หยุดรอบนไหล่ทางหรือขอบทาง

(2) เมื่อมีสัญญาณจราจรไฟสีเขียว ไม่ว่าจะมีรูปหรือข้อความเป็นการอนุญาตให้คนเดินเท้าข้ามทางเดินรถด้วยหรือไม่ก็ตาม ให้คนเดินเท้าข้ามทางเดินรถได้

(3) เมื่อมีสัญญาณจราจรไฟสีเขียวกระพริบทางด้านใดของทาง ให้คนเดินเท้าที่ยังมิได้ข้ามทางเดินรถหยุดรอบนทางเท้า บนเกาะแบ่งทางเดินรถหรือในเขตปลอดภัย แต่ถ้ากำลังข้ามทางเดินรถ ให้ข้ามทางเดินรถโดยเร็ว",113
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 106,-,(13)  คนเดินเท้า,-,-,-,"คนเดินเท้าซึ่งประสงค์จะข้ามทางเดินรถในทางข้ามหรือทางร่วมทางแยกที่มีสัญญาณจราจรควบคุมการใช้ทางให้ปฏิบัติดังต่อไปนี้

(1) เมื่อมีสัญญาณจราจรไฟสีแดงให้รถหยุดทางด้านใดของทาง ให้คนเดินเท้าข้ามทางเดินรถตามที่รถหยุดนั้น และต้องข้ามทางเดินรถภายในทางข้าม

(2) เมื่อมีสัญญาณจราจรไฟสีเขียวให้รถผ่านทางด้านใดของทาง ห้ามมิให้คนเดินเท้าข้ามทางเดินรถด้านนั้น

(3) เมื่อมีสัญญาณจราจรไฟสีเหลืองอำพันหรือไฟสีเขียวกระพริบทางด้านใดของทาง ให้คนเดินเท้าที่ยังมิได้ข้ามทางเดินรถหยุดรอบนทางเท้าบนเกาะแบ่งทางเดินรถ หรือในเขตปลอดภัย แต่ถ้ากำลังข้ามทางเดินรถอยู่ในทางข้าม ให้ข้ามทางเดินรถโดยเร็ว",114
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 107,-,(13)  คนเดินเท้า,-,-,-,คนเดินเท้าซึ่งประสงค์จะข้ามทางเดินรถในทางที่มีเจ้าพนักงานจราจร*แสดงสัญญาณจราจรให้ปรากฏไม่ว่าจะเป็นสัญญาณด้วยมือและแขน หรือเสียงสัญญาณนกหวีด ให้ปฏิบัติตามมาตรา 106 โดยอนุโลม,115
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 108,-,(13)  คนเดินเท้า,-,-,-,"ห้ามมิให้ผู้ใดเดินแถว เดินเป็นขบวนแห่ หรือเดินเป็นขบวนใด ๆ ในลักษณะที่เป็นการกีดขวางการจราจร เว้นแต่

(1) เป็นแถวทหารหรือตำรวจ ที่มีผู้ควบคุมตามระเบียบแบบแผน

(2) แถวหรือขบวนแห่หรือขบวนใด ๆ ที่หัวหน้าเจ้าพนักงานจราจร*ได้อนุญาตและปฏิบัติตามเงื่อนไขที่หัวหน้าเจ้าพนักงานจราจร*กำหนด",116
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 109,-,(13)  คนเดินเท้า,-,-,-,ห้ามมิให้ผู้ใดกระทำด้วยประการใด ๆ บนทางเท้าหรือทางใด ๆ ซึ่งจัดไว้สำหรับคนเดินเท้าในลักษณะที่เป็นการกีดขวางผู้อื่นโดยไม่มีเหตุอันสมควร,117
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 110,-,(13)  คนเดินเท้า,-,-,-,"ห้ามมิให้ผู้ใดซื้อ ขาย แจกจ่าย หรือเรี่ยไรในทางเดินรถหรือออกไปกลางทางโดยไม่มีเหตุอันสมควรหรือเป็นการกีดขวางการจราจร
",118
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 111,-,(14)  สัตว์และสิ่งของในทาง,-,-,-,ห้ามมิให้ผู้ใดขี่ จูง ไล่ต้อน หรือปล่อยสัตว์ไปบนทางในลักษณะที่เป็นการกีดขวางการจราจร และไม่มีผู้ควบคุมเพียงพอ,119
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 112,-,(14)  สัตว์และสิ่งของในทาง,-,-,-,การขี่ จูง หรือไล่ต้อนสัตว์ไปบนทาง ให้ผู้ขี่หรือควบคุมสัตว์ปฏิบัติตามบทแห่งพระราชบัญญัตินี้ว่าด้วยรถโดยอนุโลม,120
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 113,-,(14)  สัตว์และสิ่งของในทาง,-,-,-,หัวหน้าเจ้าพนักงานจราจร*มีอำนาจออกคำสั่งห้ามขี่ จูง ไล่ต้อน หรือปล่อยสัตว์ไปบนทางใด ๆ เมื่อพิจารณาเห็นว่าการขี่ จูง ไล่ต้อน หรือปล่อยสัตว์ดังกล่าวจะกีดขวางการจราจรหรือจะก่อให้เกิดความสกปรกบนทาง,121
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 114,-,(14)  สัตว์และสิ่งของในทาง,-,-,-,"ห้ามมิให้ผู้ใดวาง ตั้ง ยื่น หรือแขวนสิ่งใดสิ่งหนึ่ง หรือกระทำด้วยประการใด ๆ ในลักษณะที่เป็นการกีดขวางการจราจร เว้นแต่ได้รับอนุญาตเป็นหนังสือจากหัวหน้าเจ้าพนักงานจราจร* แต่หัวหน้าเจ้าพนักงานจราจร*จะอนุญาตได้ต่อเมื่อมีเหตุอันจำเป็นและเป็นการชั่วคราวเท่านั้น

ผู้ฝ่าฝืนบทบัญญัติในวรรคหนึ่ง นอกจากจะมีความผิดตามมาตรา 148 แล้ว หัวหน้าเจ้าพนักงานจราจร*มีอำนาจสั่งให้ผู้ฝ่าฝืนรื้อถอนหรือเคลื่อนย้ายสิ่งกีดขวางดังกล่าวได้ ถ้าไม่ยอมรื้อถอนหรือเคลื่อนย้าย ให้หัวหน้าเจ้าพนักงานจราจร*มีอำนาจรื้อถอนหรือเคลื่อนย้ายได้",122
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 115,-,(14)  สัตว์และสิ่งของในทาง,-,-,-,"ห้ามมิให้ผู้ใดแบก หาม ลาก หรือนำสิ่งของไปบนทางในลักษณะที่เป็นการกีดขวางการจราจร
",123
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 116,-,(15)  รถม้า เกวียนและเลื่อน,-,-,-,ห้ามมิให้ผู้ขับขี่รถม้าหรือเกวียนหรือเลื่อนที่เทียมด้วยสัตว์จอดรถม้าหรือเกวียนหรือเลื่อนในทางโดยไม่มีผู้ควบคุม เว้นแต่ได้ผูกสัตว์ที่เทียมนั้นไว้ไม่ให้ลากรถม้าหรือเกวียนหรือเลื่อนต่อไปได้,124
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 117,-,(15)  รถม้า เกวียนและเลื่อน,-,-,-,ห้ามมิให้ผู้ขับขี่รถม้าปล่อยสายบังเหียนในเวลาขับรถม้า,125
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 118,-,(15)  รถม้า เกวียนและเลื่อน,-,-,-,"การขับรถม้าหรือเกวียนหรือเลื่อนที่เทียมด้วยสัตว์ ให้ผู้ขับขี่ปฏิบัติตามบทแห่งพระราชบัญญัตินี้ว่าด้วยรถโดยอนุโลม
",126
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 119,-,(16)  เขตปลอดภัย,-,-,-,"ห้ามมิให้ผู้ขับขี่รถเข้าไปในเขตปลอดภัย เว้นแต่ในกรณีจำเป็นและได้รับอนุญาตจากหัวหน้าเจ้าพนักงานจราจร*หรือเจ้าพนักงานจราจร*
",127
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 120,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ขับขี่ขับรถถอยหลังในลักษณะที่ไม่ปลอดภัยหรือเป็นการกีดขวางการจราจร,128
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 121,-,(17)  เบ็ดเตล็ด,-,-,-,ผู้ขับขี่รถจักรยานยนต์ต้องนั่งคร่อมบนอานที่จัดไว้สำหรับให้ผู้ขับขี่รถจักรยานยนต์นั่ง ถ้าเจ้าพนักงานจราจร*ได้กำหนดไว้ในใบคู่มือจดทะเบียนให้บรรทุกคนโดยสารได้ คนโดยสารจะต้องนั่งซ้อนท้ายผู้ขับขี่รถจักรยานยนต์ และนั่งบนอานที่จัดไว้สำหรับคนโดยสารหรือนั่งในที่นั่งพ่วงข้าง,129
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 122,-,(17)  เบ็ดเตล็ด,-,-,-,"ผู้ขับขี่รถจักรยานยนต์และคนโดยสารรถจักรยานยนต์ต้องสวมหมวกที่จัดทำขึ้นโดยเฉพาะเพื่อป้องกันอันตรายในขณะขับขี่และโดยสารรถจักรยานยนต์

ห้ามมิให้ผู้ขับขี่รถจักรยานยนต์ตามวรรคหนึ่งขับขี่รถจักรยานยนต์ในขณะที่คนโดยสารรถจักรยานยนต์มิได้สวมหมวกที่จัดทำขึ้นโดยเฉพาะเพื่อป้องกันอันตราย

ลักษณะและวิธีการใช้หมวกเพื่อป้องกันอันตรายตามวรรคหนึ่ง ให้เป็นไปตามที่กำหนดในกฎกระทรวง

ความในวรรคหนึ่งมิให้ใช้บังคับแก่ภิกษุ สามเณร นักพรต นักบวช หรือผู้นับถือลัทธิศาสนาอื่นที่ใช้ผ้าหรือสิ่งอื่นโพกศีรษะตามประเพณีนิยมนั้น หรือบุคคลใดที่กำหนดในกฎกระทรวง",130
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 123,-,(17)  เบ็ดเตล็ด,-,-,-,"ภายใต้บังคับมาตรา 123/1 ในขณะขับรถยนต์ ผู้ที่อยู่ในรถยนต์ต้องปฏิบัติตามหลักเกณฑ์และเงื่อนไข ดังต่อไปนี้

(1) ผู้ขับขี่ ต้องรัดร่างกายด้วยเข็มขัดนิรภัยไว้กับที่นั่งตลอดเวลาในขณะขับรถยนต์

(2) คนโดยสาร

(ก) คนโดยสารที่นั่งแถวตอนหน้าและที่นั่งแถวตอนอื่น ต้องรัดร่างกายด้วยเข็มขัดนิรภัยไว้กับที่นั่งตลอดเวลาในขณะโดยสารรถยนต์

(ข) คนโดยสารที่เป็นเด็กอายุไม่เกินหกปี ต้องจัดให้นั่งในที่นั่งนิรภัยสำหรับเด็ก หรือนั่งในที่นั่งพิเศษสำหรับเด็กเพื่อป้องกันอันตราย หรือมีวิธีการป้องกันอันตรายในกรณีที่เกิดอุบัติเหตุ

(ค) คนโดยสารที่มีความสูงไม่เกินหนึ่งร้อยสามสิบห้าเซนติเมตร ต้องรัดร่างกายด้วยเข็มขัดนิรภัยไว้กับที่นั่ง หรือมีวิธีการป้องกันอันตรายในกรณีที่เกิดอุบัติเหตุ ไม่ว่าจะนั่งแถวตอนใด

ในกรณีที่ผู้ขับขี่หรือคนโดยสารมีเหตุผลทางสุขภาพอันไม่สามารถรัดร่างกายด้วยเข็มขัดนิรภัยไว้กับที่นั่งได้ ให้ได้รับยกเว้นไม่ต้องปฏิบัติตามวรรคหนึ่ง แต่บุคคลนั้นต้องมีวิธีการป้องกันอันตรายในกรณีที่เกิดอุบัติเหตุ

ที่นั่งนิรภัยสำหรับเด็กและที่นั่งพิเศษสำหรับเด็กเพื่อป้องกันอันตรายตาม (2) (ข) และวิธีการป้องกันอันตรายในกรณีที่เกิดอุบัติเหตุตามที่บัญญัติไว้ในมาตรานี้ ให้เป็นไปตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนด

บทบัญญัติตามมาตรานี้มิให้ใช้บังคับกับผู้ที่อยู่ในรถสามล้อ รถบดถนน รถแทรกเตอร์ และรถใช้งานเกษตรกรรมตามกฎหมายว่าด้วยรถยนต์ และรถยนต์อื่นที่ไม่ต้องติดตั้งเข็มขัดนิรภัยตามที่อธิบดีกรมการขนส่งทางบกประกาศกำหนด",131
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 123/1,-,(17)  เบ็ดเตล็ด,-,-,-,"ในการใช้รถนั่งสองแถว รถบรรทุกคนโดยสารขนาดเล็กที่มีการจัดที่นั่งตามความยาวของรถ รถกระบะ รถกึ่งกระบะ หรือรถยนต์อื่นตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนด หากได้ปฏิบัติตามหลักเกณฑ์ดังต่อไปนี้ ให้คนโดยสารที่อยู่ในรถยนต์นั้นนอกจากคนโดยสารที่นั่งแถวตอนหน้า ได้รับยกเว้นไม่ต้องรัดร่างกายด้วยเข็มขัดนิรภัยตามมาตรา 123

(1) การบรรทุกคนโดยสาร ต้องไม่เกินจำนวนตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนดสำหรับรถยนต์แต่ละประเภท และการโดยสารนั้นต้องไม่มีการยืนหรือนั่งโดยสารในลักษณะที่เป็นการเสี่ยงภัยตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนดสำหรับรถยนต์แต่ละประเภท และ

(2) การขับรถยนต์ต้องใช้อัตราความเร็วตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนดซึ่งอาจกำหนดแยกตามประเภทรถยนต์ก็ได้ แต่ต้องไม่เกินแปดสิบกิโลเมตรต่อชั่วโมง

ให้นำความในวรรคหนึ่งมาใช้บังคับกับการใช้รถบรรทุกคนโดยสารที่เป็นรถประจำทางที่ไม่ต้องติดตั้งเข็มขัดนิรภัยตามที่อธิบดีกรมการขนส่งทางบกประกาศกำหนด ในขณะขนส่งคนโดยสารในเส้นทางที่ได้รับอนุญาตประกอบการขนส่ง",132
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 123/2,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ขับขี่ ขับรถยนต์ในขณะที่มีคนโดยสารนั่งแถวตอนหน้าเกินสองคน หรือคนโดยสารที่นั่งแถวตอนหน้านั้นมิได้ปฏิบัติตามมาตรา 123,133
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 123/3,-,(17)  เบ็ดเตล็ด,-,-,-,ผู้ขับขี่รถยนต์สาธารณะตามกฎหมายว่าด้วยรถยนต์หรือรถที่ใช้ในการขนส่งผู้โดยสารเพื่อสินจ้างตามกฎหมายว่าด้วยการขนส่งทางบก ต้องแจ้งเตือนหรือจัดให้มีการแจ้งเตือนด้วยวิธีการอื่น เพื่อให้คนโดยสารในรถนั้นปฏิบัติตามมาตรา 123 และมาตรา 123/1 (1) ทุกครั้งก่อนการออกรถ  ทั้งนี้ ตามที่ผู้บัญชาการตำรวจแห่งชาติประกาศกำหนด,134
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 124,-,(17)  เบ็ดเตล็ด,-,-,-,"ห้ามมิให้ผู้ใดกระทำด้วยประการใด ๆ อันเป็นเหตุให้ผู้ขับขี่มองไม่เห็นทางด้านหน้าหรือด้านข้างของรถได้โดยสะดวกในขณะขับรถ หรือในลักษณะที่เป็นการกีดขวางการควบคุมบังคับรถ

ห้ามมิให้ผู้ใดเกาะ ห้อยโหน หรือยื่นส่วนหนึ่งส่วนใดของร่างกายออกไปนอกตัวถังรถยนต์โดยไม่สมควร หรือนั่งหรือยืนในหรือบนรถยนต์ในลักษณะที่อาจก่อให้เกิดอันตราย ในขณะที่รถยนต์เคลื่อนที่อยู่ในทางเดินรถ

ห้ามมิให้ผู้ใดขึ้นหรือลงรถโดยสารประจำทาง รถบรรทุกคนโดยสาร รถโรงเรียน หรือรถแท็กซี่ ในขณะที่รถดังกล่าวหยุดเพื่อรอสัญญาณไฟจราจรหรือหยุดเพราะติดการจราจร

ห้ามมิให้ผู้ขับขี่หรือผู้เก็บค่าโดยสาร รถโดยสารประจำทาง รถบรรทุกคนโดยสาร รถโรงเรียน หรือรถแท็กซี่ ยินยอมให้ผู้ใดกระทำการใด ๆ ตามวรรคสองหรือวรรคสาม",135
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 125,-,(17)  เบ็ดเตล็ด,-,-,-,การขับรถผ่านทางแคบระหว่างภูเขาหรือระหว่างเนิน หรือการขับรถในทางเดินรถบนภูเขาหรือบนเนิน ผู้ขับขี่ต้องขับรถให้ชิดขอบทางด้านซ้าย และเมื่อถึงทางโค้งผู้ขับขี่ต้องใช้เสียงสัญญาณเพื่อเตือนรถอื่นที่อาจสวนมา,136
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 126,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ขับขี่ใช้เกียร์ว่างหรือเหยียบคลัทช์ในขณะที่ขับรถลงตามทางลาดหรือไหล่เขา,137
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 127,-,(17)  เบ็ดเตล็ด,-,-,-,"ห้ามมิให้ผู้ขับขี่ขับรถ

(1) ตามหลังรถฉุกเฉินซึ่งกำลังปฏิบัติหน้าที่ในระยะต่ำกว่าห้าสิบเมตร

(2) ผ่านเข้าไปหรือจอดในบริเวณเขตปฏิบัติการดับเพลิง

(3) ทับสายสูบดับเพลิงที่ไม่มีเครื่องป้องกันสายสูบในขณะเจ้าหน้าที่ดับเพลิงปฏิบัติการตามหน้าที่ เว้นแต่ได้รับความยินยอมจากเจ้าหน้าที่ดับเพลิงซึ่งปฏิบัติหน้าที่อยู่ในขณะนั้น",138
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 128,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ใดวาง เท หรือทิ้งเศษแก้ว ตะปู ลวด น้ำมันหล่อลื่น กระป๋องหรือสิ่งอื่นใด หรือกระทำด้วยประการใด ๆ บนทางอันอาจทำให้เกิดอันตรายหรือเสียหายแก่ยานพาหนะหรือบุคคล หรือเป็นการกีดขวางการจราจร,139
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 129,-,(17)  เบ็ดเตล็ด,-,-,-,ผู้ใดรู้ว่ามีสิ่งใดสิ่งหนึ่งตามมาตรา 128 อันอยู่ในความดูแลของตน ตก หก หรือไหลอยู่บนทาง ผู้นั้นต้องจัดการเก็บกวาดของดังกล่าวออกจากทางทันที,140
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 130,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ใดเผา หรือกระทำด้วยประการใด ๆ ภายในระยะห้าร้อยเมตรจากทางเดินรถ เป็นเหตุให้เกิดควันหรือสิ่งอื่นใดในลักษณะที่อาจทำให้ไม่ปลอดภัยแก่การจราจรในทางเดินรถนั้น,141
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 131,-,(17)  เบ็ดเตล็ด,-,-,-,ผู้ใดเคลื่อนย้ายรถที่ชำรุดหรือหักพังออกจากทาง ผู้นั้นต้องจัดการเก็บสิ่งของที่ตกหล่นอันเนื่องจากความชำรุดหรือหักพังของรถออกจากทางทันที,142
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 132,-,(17)  เบ็ดเตล็ด,-,-,-,"ในขณะที่ใช้รถโรงเรียนรับส่งนักเรียน เจ้าของรถหรือผู้ขับขี่รถโรงเรียนต้องจัดให้มีข้อความ “รถโรงเรียน” ขนาดสูงของตัวอักษรไม่น้อยกว่าสิบห้าเซนติเมตรติดอยู่ด้านหน้าและด้านหลังของรถ

ถ้ารถโรงเรียนมีไฟสัญญาณสีแดงปิดเปิดเป็นระยะติดไว้ด้านหน้าและด้านหลังของรถเพื่อให้รถที่สวนมาหรือตามหลังเห็นได้โดยชัดเจน เมื่อนำรถนั้นไปใช้ในทางโดยไม่ได้ใช้รับส่งนักเรียน ให้งดใช้ไฟสัญญาณสีแดงและต้องปิดคลุมข้อความว่า “รถโรงเรียน”",143
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 133,-,(17)  เบ็ดเตล็ด,-,-,-,"รถที่เข้าขบวนแห่ต่าง ๆ หรือรถที่นำมาใช้เฉพาะเพื่อการโฆษณาสินค้าหรือมหรสพที่แห่หรือโฆษณาไปตามทาง จะต้องรับอนุญาตจากหัวหน้าเจ้าพนักงานจราจร* เว้นแต่ขบวนแห่หรือการโฆษณานั้นเป็นของทางราชการ

รถที่ใช้โฆษณาสินค้าหรือมหรสพดังกล่าวในวรรคหนึ่ง ถ้าเข้าขบวนแห่ที่รับอนุญาตแล้ว และในการอนุญาตนั้นได้ระบุรถที่ว่านี้ไว้ด้วยแล้ว รถนั้นไม่จำต้องได้รับอนุญาต",144
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 134,-,(17)  เบ็ดเตล็ด,-,-,-,"ห้ามมิให้ผู้ใดแข่งรถในทางเว้นแต่จะได้รับอนุญาตเป็นหนังสือจากหัวหน้าเจ้าพนักงานจราจร

ผู้ใดรวมกลุ่มหรือมั่วสุมกันในทางหรือสาธารณสถานใกล้ทาง พร้อมด้วยรถตั้งแต่ห้าคันขึ้นไป โดยมีการนัดหมายเพื่อแข่งรถในทาง หรือรถที่ใช้ในการรวมกลุ่มหรือมั่วสุมกันมีการดัดแปลงหรือปรับแต่งรถให้มีสภาพไม่ถูกต้องตามมาตรา 6 วรรคหนึ่ง หรือมาตรา 10 ทวิ หรือมีพฤติการณ์อย่างหนึ่งอย่างใดอันแสดงให้เห็นว่าจะทำการแข่งรถในทาง ให้ถือว่า ผู้นั้นพยายามแข่งรถในทาง เว้นแต่จะพิสูจน์ได้ว่า เป็นการกระทำเพื่อการอื่น หรือตนมิได้ร่วมหรือมีส่วนรู้เห็นว่าจะมีการแข่งรถในทางนั้น",145
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 134/1,-,(17)  เบ็ดเตล็ด,-,-,-,ห้ามมิให้ผู้ใดจัด โฆษณา ประกาศ ชักชวน หรือดำเนินการด้วยวิธีการใดเพื่อให้มีการแข่งรถในทางโดยไม่ได้รับอนุญาตตามมาตรา 134,146
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 134/2,-,(17)  เบ็ดเตล็ด,-,-,-,"ผู้ใดรับดำเนินการดัดแปลงหรือปรับแต่งรถให้มีสภาพไม่ถูกต้องตามมาตรา 6 วรรคหนึ่ง หรือมาตรา 10 ทวิ ไม่ว่าจะมีสินจ้างหรือไม่ก็ตาม หากรถนั้นได้ถูกนำไปใช้ในทางเดินรถ ให้ถือว่าผู้นั้นฝ่าฝืนมาตรา 6 วรรคหนึ่ง หรือมาตรา 10 ทวิ แล้วแต่กรณี และหากรถนั้นได้ถูกนำไปใช้ในการแข่งรถในทางอันเป็นการฝ่าฝืนมาตรา 134 ให้ถือว่า ผู้นั้นเป็นผู้สนับสนุนการแข่งรถในทาง เว้นแต่จะพิสูจน์ได้ว่า ตนมิได้มีส่วนรู้เห็นหรือไม่มีเหตุอันควรรู้ว่าจะนำรถดังกล่าวไปใช้ในการแข่งรถในทาง
",147
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 135,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,เพื่อความปลอดภัยหรือความสะดวกในการจราจร หัวหน้าเจ้าพนักงานจราจร*มีอำนาจกำหนดให้บริเวณหรือพื้นที่ใดที่เจ้าของที่ดินได้เปิดให้ประชาชนใช้ในการจราจรเป็นทางตามพระราชบัญญัตินี้,148
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 136,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"ให้ผู้บัญชาการตำรวจแห่งชาติมีอำนาจแต่งตั้งผู้ซึ่งมีคุณสมบัติตามที่จะกำหนดและผ่านการอบรมตามหลักสูตรอาสาจราจร เพื่อให้ทำหน้าที่ช่วยเหลือการปฏิบัติหน้าที่ของเจ้าพนักงานจราจร*

คุณสมบัติของผู้ที่จะได้รับการอบรม รายละเอียดเกี่ยวกับการฝึกอบรมหลักสูตรอาสาจราจร และหน้าที่ของอาสาจราจร ตลอดจนเครื่องแบบ เครื่องหมาย ให้เป็นไปตามที่ผู้บัญชาการตำรวจแห่งชาติกำหนด

[คำว่า “ผู้บัญชาการตำรวจแห่งชาติ” แก้ไขเพิ่มเติมโดยมาตรา 4 แห่งพระราชบัญญัติจราจรทางบก (ฉบับที่ 11) พ.ศ. 2559]",149
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 137,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,ในการปฏิบัติหน้าที่ที่ได้รับมอบหมายของอาสาจราจรตามพระราชบัญญัตินี้ ให้อาสาจราจรเป็นเจ้าพนักงานตามประมวลกฎหมายอาญา,150
พระราชบัญญัติจราจรทางบก พ.ศ. 2522,มาตรา 138,-,(18)  อำนาจของเจ้าพนักงานจราจร*,-,-,-,"ในกรณีที่มีเหตุฉุกเฉินหรืออุบัติเหตุเกิดขึ้น ทำให้ไม่ปลอดภัย หรือไม่สะดวกในการจราจรในอาณาบริเวณใด หัวหน้าเจ้าพนักงานจราจร*หรือเจ้าพนักงานจราจร*มีอำนาจดำเนินการได้ตามที่เห็นสมควรและจำเป็นเกี่ยวกับการจราจรในอาณาบริเวณนั้นเพื่อให้เกิดความปลอดภัยหรือความสะดวกในการจราจรดังต่อไปนี้

(1) ห้ามรถทุกชนิดหรือบางชนิดหรือคนเดินเท้าเดินในทางสายใดหรือเฉพาะทางตอนใด

(2) ห้ามหยุดหรือจอดรถในทางสายใดหรือเฉพาะทางตอนใด

(3) ห้ามเลี้ยวรถ กลับรถ หรือถอยหลังรถ ในทางสายใดหรือเฉพาะทางตอนใด

(4) กำหนดทางสายใดหรือเฉพาะทางตอนใดให้รถเดินได้ทางเดียว

ทั้งนี้ ชั่วระยะเวลาเท่าที่จำเป็น",151
